,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,-1228845.3823591063,261616.25398866914,195110.41874256782,-2338394.3147713877,-1791503.2616209658,2042362.0706708436,1912002.1827504248,-770143.1494085784,317901.3399552897,-219415.020133157,3359.9762108511172,192219.59627472452,229236.99922331507,537561.7411123507,-50941.826194903886,-395390.9997725452,128023.49138677906,730321.1718953274,334637.5675241607,375098.4806790033,391895.60933636175,993522.5522567062,477960.01229618164,198274.06424823203,2212295.9852229487,-856480.2606609317,635135.8886968808,127528.12222418189,352907.39977726404,601813.4714018158,-133022.57765323343,117777.2743924052,-43666.435681780014,-673299.6637473991,-1418383.8048816784,231623.06603456236,-2981059.5042511774,1187604.2351614167,123613.56724021239,-1232465.1410807478,1454792.9797020832,-585497.0119133267,-297950.44182082324,-5033120.5531374,288557.8626939845,-539139.7616225359,362516.3818372128,293987.92185775563,483252.7782304749,201004.8838985898,-260951.78379011134,-317641.5684490274,366493.46440920647,,529749.459156972,1138485.7246251854
1,261616.25398866914,-129618.49094503411,-97725.07331390397,783005.8662091647,-112568.12951178524,131809.565341198,245598.62637757827,255788.9447777247,-164365.4162106585,233931.56502144533,-190031.95518108792,-92421.25977479275,-110133.62153769325,-239340.44686119026,115753.70562396395,89472.51161271981,-109599.20432479598,-91248.7814275394,-185676.31516887335,-175248.93125648922,-186802.85020229954,-444168.69005390786,-251043.22863403344,-89412.93241221173,181054.6424045597,531383.039824838,-406630.6128935689,-168772.90188698206,-176718.20625712042,-80207.0119298875,64053.46501251789,-62104.57324700501,28762.800286450358,249600.15426259328,-179035.1989539639,-121683.08875469418,-391252.0298157372,144448.76808880843,-64001.17695973523,-247406.52519585556,-55961.73753352869,411345.5455118492,160062.33696486495,-443641.4085444256,-207648.14991385295,346324.48127824446,-211783.34027908355,-91757.41718087188,-186796.0290751632,65700.92644270524,76688.25935948706,161374.39447832678,-179078.94670133898,,-276907.81246663537,-116227.4220388889
2,195110.41874256782,-97725.07331390397,-73617.79106249611,594359.0497254841,-85223.13791071379,99423.44962945282,178617.81809287396,194128.41680018586,-123494.55164060954,170998.25661718682,-138183.88501450486,-69826.08385287573,-83212.34946182506,-181528.59836659,84317.21459585671,66931.21048378796,-80330.55357325629,-65901.21559881087,-138630.96557019136,-132628.77231688992,-141210.2141162171,-336829.44976653793,-188358.8346842318,-67781.49954316822,133207.4147512219,393486.15438139194,-300592.741500308,-123176.63157171215,-133127.31577632588,-58182.166433169165,48389.56688522725,-46580.762858605616,21233.927559154265,189745.65099634687,-130231.6397276729,-91297.46356371084,-284485.5870850453,105118.68686730623,-48080.7387765423,-179455.99399236648,-35603.837206924036,302911.22624958114,119853.18656539547,-325202.26870156184,-152792.3607660581,255970.47945354617,-157455.81050604602,-69527.71970645427,-142021.25375187435,47625.58373197639,58000.462068639354,121427.88630226496,-135151.41934701055,,-207853.89604463606,-82705.40573535078
3,-2338394.3147713877,783005.8662091647,594359.0497254841,-5084061.9807680175,-2568776.694766818,2927426.0019402336,-16380718.25440752,-1668639.9115543494,1024407.2972566239,-2711275.548017896,3136206.290830432,550210.5178452871,655456.3354226018,1404943.644612468,-1648981.3882998137,-762358.0491635336,1131770.7898121225,1278328.567664754,1249136.1603379294,1034146.2216095955,1108570.8926811412,2607403.505290356,1587721.1332635123,525054.9817684257,2528847.6030657403,-4121170.519346961,3272932.519754465,2121400.1328079165,1074609.3939301393,1061728.4075207715,-381534.6294018431,394327.7909487648,-238932.35853564023,-1537660.4993196721,11560499.310203072,769751.6804391921,26933398.581266753,-8508532.831715846,399387.1887009448,14134860.86299262,2336806.608808072,-3647075.527537838,-1036470.0962386269,-3096374.7702052477,1881974.916436662,-2798131.428912376,1522149.938356911,621533.0680882568,1130732.5913183975,-2452351.026974636,-540165.80334827,-991381.0672945835,1073722.2365354777,,1743167.2454361054,1949772.5137637367
4,-1791503.2616209658,-112568.12951178524,-85223.13791071379,-2568776.694766818,-283343.0863735887,312436.3010906358,278405.06362012064,-887129.7642159482,-143744.4352432754,193293.76779647914,-162237.97601141597,-78385.7192899263,-93323.14458933039,-164095.8824532461,97259.72664123401,-619816.1187695124,-90118.84981739493,607627.474463104,-159439.25385999354,-141917.9002156126,-156688.8027480207,-310832.38051517535,-219061.0020173094,-65038.22639119741,272161.3230303259,442921.1132312372,-337340.39723634097,-140233.7957160166,-154099.48237008345,528941.4664901574,54415.02899272182,-54148.464909094495,23786.36659815034,-280030.1606485642,-204153.02430805995,-106176.42333277523,-440411.57376742014,166905.20615045767,-55964.843233867636,-252041.47380114015,673325.7054743442,338693.2314052612,138887.1207907398,-616105.7400354793,-170820.3664837855,287190.0139087289,-178931.88346502272,442332.85582779686,85879.34947680705,62651.560117928086,-448226.3971148101,141116.50847700777,-154214.3930126215,,-241839.87387084262,814516.2079644515
5,2042362.0706708436,131809.565341198,99423.44962945282,2927426.0019402336,312436.3010906358,-344562.8050760338,-308233.1289786827,1015536.2336990053,166187.4024004013,-216182.51813914324,180803.9847640596,92912.20181056175,110657.90182939653,205814.36280872006,-108520.70364507947,711235.3735228644,100975.71387297145,-675233.7588990779,181902.99117458597,170837.11811945317,186507.29143237523,388040.00969830237,252334.64726887186,80470.7318898749,-300666.805254097,-500293.4978850552,380443.999515975,156681.57897566303,179789.05525012952,-588606.8315369047,-64452.58456985848,62322.0185530455,-26792.402830289695,283065.4797839047,226015.12205617694,122299.10946850441,487639.76991079294,-184749.26662156047,64681.55744165655,279437.82600501244,-742417.3429287364,-380763.7810816951,-159264.16618824046,680965.5833750517,191930.4080886695,-323834.1701991158,202973.26446014503,-517878.4616200086,-69469.5061554306,-69544.31002549907,528398.7870509806,-163913.2148574236,181522.19800121992,,278872.1547496011,-902357.3722831097
6,1912002.1827504248,245598.62637757827,178617.81809287396,-16380718.25440752,278405.06362012064,-308233.1289786827,-298313.4616303358,-6077292.482891001,272363.54426912614,-242507.55240316407,193264.69120084043,194504.5474194895,232441.22335267716,682079.6601856558,-117988.36918661368,720583.6404674136,115952.05145722057,-536634.3583766993,258577.35040283928,410737.25528596324,405832.94040158833,1243995.3499078446,397959.93320741144,241492.37001906594,-279633.7245304863,-634350.338711497,473469.84673191875,173387.62727154346,323257.66433157126,-469182.9290686195,-134095.32472537612,97411.21190875398,-32883.027220120486,-1902642.1145058868,218504.50594517065,192782.64670557503,472564.6750701644,-178187.1600481215,105624.16657484655,276736.28697137674,-599851.7441697803,-456068.89658831013,-239439.087496195,639235.970059942,228244.26488215118,-402309.31513742555,270432.61260991404,19663203.992135283,1082132.7862681258,-70208.07147943895,2333115.47410355,-281922.5313712089,355843.1397447101,,444811.7018203319,-715306.4424622762
7,-770143.1494085784,255788.9447777247,194128.41680018586,-1668639.9115543494,-887129.7642159482,1015536.2336990053,-6077292.482891001,-547703.9033738916,334413.86440448964,-881378.6881159542,1020504.3571210724,179826.0782575552,214226.18843742128,459691.0040890404,-536170.0426911889,-250976.09404665607,367994.7817113435,422370.07397091587,407312.02947360324,338137.7933227347,362363.4674131913,853082.2522073571,518169.7043891386,171765.95612770808,1020192.457949096,-1341970.6377437026,1065471.7350160356,689616.0181867396,350987.7500928448,350678.3599976773,-124693.56947456283,128685.18906725172,-77765.04974114007,-504185.84042722196,4274007.996454764,251216.10482613175,10016069.192146406,-3104986.978342127,130375.79465000531,4891252.678867511,776110.0966093547,-1186570.908902845,-338137.094733696,-1604379.840403379,612230.6512631233,-910879.607540123,495981.08435125265,204119.2332819935,370597.63282244955,-815302.5400381896,-177484.061046265,-323725.60563857545,350836.6992861918,,568946.5613803834,644909.1249539164
8,317901.3399552897,-164365.4162106585,-123494.55164060954,1024407.2972566239,-143744.4352432754,166187.4024004013,272363.54426912614,334413.86440448964,-205481.50973702446,263431.5548073146,-210147.10427907767,-118227.98986234845,-140916.0445907374,-311329.52921736997,128762.22338970682,110137.96053596794,-124616.08362432967,-96434.07615924459,-226347.82881528354,-225807.49235278924,-239514.4602057543,-577371.3360864889,-312087.49378916895,-116050.76273180587,209249.15409047375,627474.4003994741,-477077.5077082419,-189017.29676766376,-223335.44684859616,-86438.15854249832,81906.38383917105,-77096.74900204713,33575.9534183578,328369.47678205173,-198681.23837452044,-151260.16393107592,-433546.61914301984,160549.4590176149,-79971.66243740913,-271666.5128820418,-28915.83854112223,475751.4734958599,197372.28920384776,-506099.2082414416,-239482.35995598885,406068.63178097695,-253952.59732448473,-119197.61088814952,-245802.69192347696,71942.13985434672,98853.63714668328,202970.3755803848,-228040.47582575146,,-344836.37258815725,-114840.51040501399
9,-219415.020133157,233931.56502144533,170998.25661718682,-2711275.548017896,193293.76779647914,-216182.51813914324,-242507.55240316407,-881378.6881159542,263431.5548073146,-223871.82224889658,173372.7510828978,181803.37472413524,217133.15687101855,582813.3611954527,-107033.96529534532,-104660.19035224999,108205.08790021502,-88863.73472876952,251396.3438566312,374152.73319739976,376714.67032895144,1069993.2101434604,386036.28905330435,210478.27625404278,-213379.09577047086,-609655.977034089,453285.73971138283,158924.2668517743,309435.0323312483,-65058.654990168245,-125474.67273482923,94543.79561252384,-31376.47663201653,-851187.7667004489,177364.46561695336,187012.44946918052,384847.7446306936,-144161.61602689014,102192.34207907978,231601.1090480568,-248232.20728350032,-432201.8281903583,-232775.23078440086,495892.16727852117,215805.547585845,-385004.9424616257,261807.31156843615,295915.45108757354,608413.4299468948,-60002.26885106529,-221642.59760543425,-271348.71667836956,336309.2190671782,,431155.8076199915,-169401.23180109556
10,3359.9762108511172,-190031.95518108792,-138183.88501450486,3136206.290830432,-162237.97601141597,180803.9847640596,193264.69120084043,1020504.3571210724,-210147.10427907767,173372.7510828978,-134828.13196159582,-150166.69274622833,-179435.05350369704,-510432.2026843978,83082.43448817433,34477.20676158591,-83722.44391223775,141708.83691455366,-196966.5539390703,-315023.0284710357,-312861.9359034463,-933640.9953813177,-306356.67757882265,-182258.40597282213,173421.2358472441,472825.51976360934,-351185.93476242456,-123174.23717552706,-250084.9713953304,114444.67993765665,103552.2146938967,-74939.27936517897,24296.099212229656,916675.2876633422,-141408.01436577234,-148401.46266594378,-306537.2421695477,115051.263871001,-81480.39937787157,-183059.28702085064,255696.06479420216,334409.0774555069,183594.11540958125,-400893.2600538428,-166953.97274058944,298262.8190108464,-203799.40674297113,-334936.7005069851,-624147.9714130632,47168.26578790442,232986.60438349698,217928.1131282841,-275196.9331219445,,-342680.7746814544,224918.50234237657
