,Date,Close
374,2001-06-08,9607.299805
375,2001-06-11,9606.799805
376,2001-06-12,9444.0
377,2001-06-13,9522.5
378,2001-06-14,9476.599609
379,2001-06-15,9363.299805
380,2001-06-18,9018.700195
381,2001-06-19,9047.900391
382,2001-06-20,9021.5
383,2001-06-21,8920.900391
384,2001-06-22,8925.200195
385,2001-06-25,8964.299805
386,2001-06-26,8792.700195
387,2001-06-27,8787.599609
388,2001-06-28,8855.900391
389,2001-06-29,8878.400391
390,2001-07-02,9073.299805
391,2001-07-03,9015.900391
392,2001-07-04,8885.0
393,2001-07-05,8787.599609
394,2001-07-06,8501.900391
395,2001-07-09,8526.200195
396,2001-07-10,8465.099609
397,2001-07-11,8266.099609
398,2001-07-12,8166.700195
399,2001-07-13,8303.900391
400,2001-07-16,8296.099609
401,2001-07-17,8372.700195
402,2001-07-18,8210.099609
403,2001-07-19,8354.200195
404,2001-07-20,8304.099609
405,2001-07-23,8378.900391
406,2001-07-24,8373.799805
407,2001-07-25,8153.5
408,2001-07-26,8231.0
409,2001-07-27,8217.0
410,2001-07-30,8417.900391
411,2001-07-31,8480.0
412,2001-08-01,8557.299805
413,2001-08-02,8608.700195
414,2001-08-03,8564.700195
415,2001-08-06,8636.200195
416,2001-08-07,8567.700195
417,2001-08-08,8439.200195
418,2001-08-09,8292.0
419,2001-08-10,8203.0
420,2001-08-13,8337.700195
421,2001-08-14,8450.0
423,2001-08-16,8322.900391
424,2001-08-17,8200.099609
425,2001-08-20,8190.299805
426,2001-08-21,8196.0
427,2001-08-22,8305.599609
428,2001-08-23,8401.299805
429,2001-08-24,8540.599609
430,2001-08-27,8515.599609
431,2001-08-28,8372.900391
432,2001-08-29,8425.299805
433,2001-08-30,8232.099609
434,2001-08-31,8321.099609
435,2001-09-03,8153.0
436,2001-09-04,8291.200195
437,2001-09-05,8117.299805
438,2001-09-06,7904.700195
439,2001-09-07,7727.200195
440,2001-09-10,7678.700195
442,2001-09-12,7336.700195
443,2001-09-13,7338.700195
444,2001-09-14,6911.799805
445,2001-09-17,7094.799805
446,2001-09-18,7043.799805
447,2001-09-19,6933.600098
448,2001-09-20,6725.299805
449,2001-09-21,6498.399902
450,2001-09-24,6885.700195
451,2001-09-25,7000.5
452,2001-09-26,7050.899902
453,2001-09-27,7197.899902
454,2001-09-28,7314.0
455,2001-10-01,7193.100098
456,2001-10-02,7309.899902
457,2001-10-03,7245.0
458,2001-10-04,7466.299805
459,2001-10-05,7169.299805
460,2001-10-08,7200.0
461,2001-10-09,7278.399902
462,2001-10-10,7529.600098
463,2001-10-11,7553.100098
465,2001-10-15,7511.899902
466,2001-10-16,7643.700195
467,2001-10-17,7918.600098
468,2001-10-18,7802.299805
469,2001-10-19,7590.700195
470,2001-10-22,7780.399902
471,2001-10-23,7963.100098
472,2001-10-24,8096.700195
473,2001-10-25,7879.299805
474,2001-10-26,7958.299805
475,2001-10-29,7792.700195
476,2001-10-30,7562.5
477,2001-10-31,7774.299805
478,2001-11-01,7754.799805
479,2001-11-02,7677.5
480,2001-11-05,7926.0
481,2001-11-06,8017.799805
482,2001-11-07,8118.399902
483,2001-11-08,8363.299805
484,2001-11-09,8222.0
485,2001-11-12,8059.799805
486,2001-11-13,8383.099609
487,2001-11-14,8463.599609
488,2001-11-15,8500.299805
489,2001-11-16,8536.599609
490,2001-11-19,8691.099609
491,2001-11-20,8540.599609
492,2001-11-21,8425.400391
493,2001-11-22,8506.099609
494,2001-11-23,8531.700195
495,2001-11-26,8563.099609
496,2001-11-27,8439.299805
497,2001-11-28,8348.299805
498,2001-11-29,8272.900391
499,2001-11-30,8364.700195
500,2001-12-03,8302.900391
501,2001-12-04,8514.599609
502,2001-12-05,8825.5
504,2001-12-07,8703.200195
505,2001-12-10,8559.900391
506,2001-12-11,8636.700195
507,2001-12-12,8532.5
508,2001-12-13,8319.5
509,2001-12-14,8281.599609
510,2001-12-17,8543.099609
511,2001-12-18,8474.099609
512,2001-12-19,8327.0
513,2001-12-20,8232.799805
514,2001-12-21,8284.900391
518,2001-12-27,8434.900391
519,2001-12-28,8397.599609
522,2002-01-02,8377.099609
523,2002-01-03,8554.700195
524,2002-01-04,8463.099609
525,2002-01-07,8177.299805
526,2002-01-08,8186.600098
527,2002-01-09,8066.100098
528,2002-01-10,7935.399902
529,2002-01-11,7983.100098
530,2002-01-14,7800.299805
531,2002-01-15,7948.700195
532,2002-01-16,7804.100098
533,2002-01-17,7977.5
534,2002-01-18,8008.799805
535,2002-01-21,7902.5
536,2002-01-22,8033.100098
537,2002-01-23,8078.299805
538,2002-01-24,8213.299805
539,2002-01-25,8185.0
540,2002-01-28,8273.099609
541,2002-01-29,8178.399902
542,2002-01-30,8019.700195
543,2002-01-31,8050.399902
544,2002-02-01,8171.100098
545,2002-02-04,8014.299805
546,2002-02-05,7852.700195
547,2002-02-06,7708.100098
548,2002-02-07,7872.399902
549,2002-02-08,7829.799805
550,2002-02-11,7819.700195
551,2002-02-12,7787.799805
552,2002-02-13,7867.200195
553,2002-02-14,8021.399902
554,2002-02-15,7920.399902
555,2002-02-18,7832.399902
556,2002-02-19,7708.600098
557,2002-02-20,7716.399902
558,2002-02-21,7736.5
559,2002-02-22,7662.399902
560,2002-02-25,7775.100098
561,2002-02-26,7847.0
562,2002-02-27,8101.399902
563,2002-02-28,8135.5
564,2002-03-01,8230.700195
565,2002-03-04,8385.0
566,2002-03-05,8307.200195
567,2002-03-06,8320.5
568,2002-03-07,8382.200195
569,2002-03-08,8369.700195
570,2002-03-11,8317.900391
571,2002-03-12,8225.900391
572,2002-03-13,8199.0
573,2002-03-14,8253.299805
574,2002-03-15,8318.799805
575,2002-03-18,8394.700195
576,2002-03-19,8471.299805
577,2002-03-20,8390.099609
578,2002-03-21,8334.400391
579,2002-03-22,8346.0
580,2002-03-25,8167.200195
581,2002-03-26,8123.200195
582,2002-03-27,8158.0
583,2002-03-28,8249.700195
586,2002-04-02,8202.099609
587,2002-04-03,8236.099609
588,2002-04-04,8164.700195
589,2002-04-05,8170.100098
590,2002-04-08,7976.100098
591,2002-04-09,8038.5
592,2002-04-10,8098.200195
593,2002-04-11,7971.100098
594,2002-04-12,8027.299805
595,2002-04-15,8116.899902
596,2002-04-16,8353.5
597,2002-04-17,8393.799805
598,2002-04-18,8348.099609
599,2002-04-19,8420.400391
600,2002-04-22,8363.5
601,2002-04-23,8356.900391
602,2002-04-24,8325.0
603,2002-04-25,8171.100098
604,2002-04-26,8182.0
605,2002-04-29,8146.299805
606,2002-04-30,8154.399902
608,2002-05-02,8048.0
609,2002-05-03,8019.0
610,2002-05-06,7945.899902
611,2002-05-07,7910.700195
612,2002-05-08,8087.899902
613,2002-05-09,8041.399902
614,2002-05-10,7897.100098
615,2002-05-13,7998.100098
616,2002-05-14,8103.600098
617,2002-05-15,8162.100098
618,2002-05-16,8088.100098
619,2002-05-17,8090.600098
620,2002-05-20,8000.0
621,2002-05-21,7950.0
622,2002-05-22,7857.100098
623,2002-05-23,7902.100098
624,2002-05-24,7950.200195
625,2002-05-27,7993.0
626,2002-05-28,7925.100098
627,2002-05-29,7946.700195
628,2002-05-30,7854.799805
629,2002-05-31,7949.899902
630,2002-06-03,7899.700195
631,2002-06-04,7667.0
632,2002-06-05,7619.100098
633,2002-06-06,7577.5
634,2002-06-07,7480.600098
635,2002-06-10,7483.100098
636,2002-06-11,7553.899902
637,2002-06-12,7387.600098
638,2002-06-13,7296.5
639,2002-06-14,7128.200195
640,2002-06-17,7333.0
641,2002-06-18,7350.799805
642,2002-06-19,7212.700195
643,2002-06-20,7060.299805
644,2002-06-21,6925.5
645,2002-06-24,6651.399902
646,2002-06-25,6773.600098
647,2002-06-26,6683.399902
648,2002-06-27,6695.799805
649,2002-06-28,6913.0
650,2002-07-01,6893.600098
651,2002-07-02,6713.399902
652,2002-07-03,6592.200195
653,2002-07-04,6686.600098
654,2002-07-05,7078.399902
655,2002-07-08,7133.799805
656,2002-07-09,6997.700195
657,2002-07-10,6858.299805
658,2002-07-11,6637.700195
659,2002-07-12,6724.600098
660,2002-07-15,6420.899902
661,2002-07-16,6421.200195
662,2002-07-17,6660.600098
663,2002-07-18,6751.600098
664,2002-07-19,6420.399902
665,2002-07-22,6251.899902
666,2002-07-23,6158.600098
667,2002-07-24,6004.5
668,2002-07-25,6310.100098
669,2002-07-26,6303.399902
670,2002-07-29,6659.799805
671,2002-07-30,6322.299805
672,2002-07-31,6249.299805
673,2002-08-01,6074.899902
674,2002-08-02,6114.100098
675,2002-08-05,5963.200195
676,2002-08-06,6168.600098
677,2002-08-07,6091.700195
678,2002-08-08,6396.100098
679,2002-08-09,6400.299805
680,2002-08-12,6221.100098
681,2002-08-13,6271.399902
682,2002-08-14,6104.600098
684,2002-08-16,6326.600098
685,2002-08-19,6583.0
686,2002-08-20,6466.299805
687,2002-08-21,6528.100098
688,2002-08-22,6678.799805
689,2002-08-23,6590.100098
690,2002-08-26,6534.100098
691,2002-08-27,6703.100098
692,2002-08-28,6472.700195
693,2002-08-29,6370.899902
694,2002-08-30,6435.700195
695,2002-09-02,6341.299805
696,2002-09-03,6141.899902
697,2002-09-04,6165.100098
698,2002-09-05,6080.399902
699,2002-09-06,6261.600098
700,2002-09-09,6143.299805
701,2002-09-10,6295.700195
702,2002-09-11,6492.0
703,2002-09-12,6251.100098
704,2002-09-13,6141.299805
705,2002-09-16,6087.0
706,2002-09-17,6082.0
707,2002-09-18,5905.5
708,2002-09-19,5819.0
709,2002-09-20,5761.100098
710,2002-09-23,5580.100098
711,2002-09-24,5390.899902
712,2002-09-25,5447.399902
713,2002-09-26,5682.399902
714,2002-09-27,5630.600098
715,2002-09-30,5431.700195
716,2002-10-01,5368.600098
717,2002-10-02,5614.399902
718,2002-10-03,5551.700195
719,2002-10-04,5499.200195
720,2002-10-07,5464.299805
721,2002-10-08,5454.100098
722,2002-10-09,5364.5
723,2002-10-10,5447.600098
724,2002-10-11,5661.0
725,2002-10-14,5603.299805
726,2002-10-15,5889.399902
727,2002-10-16,5865.399902
728,2002-10-17,6023.5
729,2002-10-18,6010.799805
730,2002-10-21,6031.399902
731,2002-10-22,6040.799805
732,2002-10-23,5881.399902
733,2002-10-24,6054.200195
734,2002-10-25,6092.5
735,2002-10-28,6164.600098
736,2002-10-29,6005.899902
737,2002-10-30,6038.100098
738,2002-10-31,6139.399902
740,2002-11-04,6366.200195
741,2002-11-05,6369.100098
742,2002-11-06,6319.100098
743,2002-11-07,6115.600098
744,2002-11-08,6074.200195
745,2002-11-11,6060.0
746,2002-11-12,6141.899902
747,2002-11-13,6133.5
748,2002-11-14,6271.700195
749,2002-11-15,6250.799805
750,2002-11-18,6356.299805
751,2002-11-19,6299.299805
752,2002-11-20,6264.299805
753,2002-11-21,6498.899902
754,2002-11-22,6539.200195
755,2002-11-25,6580.700195
756,2002-11-26,6471.5
757,2002-11-27,6700.100098
758,2002-11-28,6704.100098
759,2002-11-29,6685.600098
760,2002-12-02,6736.299805
761,2002-12-03,6582.399902
762,2002-12-04,6512.799805
763,2002-12-05,6425.299805
765,2002-12-09,6291.0
766,2002-12-10,6332.100098
767,2002-12-11,6371.5
768,2002-12-12,6251.600098
769,2002-12-13,6120.600098
770,2002-12-16,6311.399902
771,2002-12-17,6266.600098
772,2002-12-18,6155.799805
773,2002-12-19,6168.299805
774,2002-12-20,6208.0
775,2002-12-23,6240.200195
779,2002-12-27,6081.299805
780,2002-12-30,6036.899902
783,2003-01-02,6284.0
784,2003-01-03,6237.299805
786,2003-01-07,6349.299805
787,2003-01-08,6377.200195
788,2003-01-09,6433.0
789,2003-01-10,6438.899902
790,2003-01-13,6534.700195
791,2003-01-14,6589.200195
792,2003-01-15,6566.799805
793,2003-01-16,6610.600098
794,2003-01-17,6458.200195
795,2003-01-20,6390.799805
796,2003-01-21,6346.299805
797,2003-01-22,6249.700195
798,2003-01-23,6310.200195
799,2003-01-24,6268.899902
800,2003-01-27,6022.399902
801,2003-01-28,5955.399902
802,2003-01-29,5941.0
803,2003-01-30,6019.600098
804,2003-01-31,5947.700195
805,2003-02-03,6017.200195
806,2003-02-04,5872.899902
807,2003-02-05,6002.600098
808,2003-02-06,5885.600098
809,2003-02-07,5809.299805
810,2003-02-10,5787.600098
811,2003-02-11,5923.299805
812,2003-02-12,5840.200195
813,2003-02-13,5817.600098
814,2003-02-14,5972.799805
815,2003-02-17,6082.899902
816,2003-02-18,6165.0
817,2003-02-19,6036.799805
818,2003-02-20,5989.299805
819,2003-02-21,6043.200195
820,2003-02-24,5952.100098
821,2003-02-25,5803.200195
822,2003-02-26,5782.0
823,2003-02-27,5887.700195
824,2003-02-28,5999.399902
825,2003-03-03,5987.200195
826,2003-03-04,5861.799805
827,2003-03-05,5879.799805
828,2003-03-06,5816.899902
829,2003-03-07,5716.5
830,2003-03-10,5569.399902
831,2003-03-11,5606.399902
832,2003-03-12,5452.399902
833,2003-03-13,5670.700195
834,2003-03-14,5904.899902
835,2003-03-17,6064.5
836,2003-03-18,6089.600098
837,2003-03-19,6171.299805
838,2003-03-20,6102.100098
839,2003-03-21,6258.0
840,2003-03-24,6005.0
841,2003-03-25,6123.799805
842,2003-03-26,6142.799805
843,2003-03-27,6022.399902
844,2003-03-28,6029.200195
845,2003-03-31,5870.5
846,2003-04-01,5953.200195
847,2003-04-02,6174.5
848,2003-04-03,6238.0
849,2003-04-04,6324.100098
850,2003-04-07,6454.200195
851,2003-04-08,6397.299805
852,2003-04-09,6468.5
853,2003-04-10,6407.799805
854,2003-04-11,6442.299805
855,2003-04-14,6488.600098
856,2003-04-15,6560.799805
857,2003-04-16,6503.100098
858,2003-04-17,6574.399902
861,2003-04-22,6577.600098
862,2003-04-23,6587.399902
863,2003-04-24,6526.899902
864,2003-04-25,6492.5
865,2003-04-28,6607.799805
866,2003-04-29,6557.200195
867,2003-04-30,6489.5
869,2003-05-02,6456.399902
870,2003-05-05,6491.299805
871,2003-05-06,6568.700195
872,2003-05-07,6429.0
873,2003-05-08,6300.5
874,2003-05-09,6387.799805
875,2003-05-12,6395.0
876,2003-05-13,6376.0
877,2003-05-14,6363.399902
878,2003-05-15,6413.799805
879,2003-05-16,6481.5
880,2003-05-19,6279.600098
881,2003-05-20,6298.100098
882,2003-05-21,6198.899902
883,2003-05-22,6317.899902
884,2003-05-23,6346.200195
885,2003-05-26,6338.200195
886,2003-05-27,6363.600098
887,2003-05-28,6472.899902
888,2003-05-29,6483.0
889,2003-05-30,6508.5
890,2003-06-02,6595.399902
891,2003-06-03,6562.899902
892,2003-06-04,6637.700195
893,2003-06-05,6591.100098
894,2003-06-06,6717.700195
895,2003-06-09,6670.100098
896,2003-06-10,6696.799805
897,2003-06-11,6791.200195
898,2003-06-12,6849.100098
899,2003-06-13,6857.200195
900,2003-06-16,6960.899902
901,2003-06-17,6977.100098
902,2003-06-18,7015.799805
903,2003-06-19,6908.600098
904,2003-06-20,7081.600098
905,2003-06-23,6919.700195
906,2003-06-24,6871.399902
907,2003-06-25,6941.299805
908,2003-06-26,6944.600098
909,2003-06-27,6970.100098
910,2003-06-30,6862.0
911,2003-07-01,6739.100098
912,2003-07-02,6830.899902
913,2003-07-03,6795.299805
914,2003-07-04,6800.399902
915,2003-07-07,6944.600098
916,2003-07-08,6965.700195
917,2003-07-09,6915.700195
918,2003-07-10,6838.5
919,2003-07-11,6968.600098
920,2003-07-14,7046.0
921,2003-07-15,7000.0
922,2003-07-16,6932.799805
923,2003-07-17,6945.299805
924,2003-07-18,6900.399902
925,2003-07-21,6825.200195
926,2003-07-22,6862.399902
927,2003-07-23,6868.0
928,2003-07-24,6981.100098
929,2003-07-25,6903.799805
930,2003-07-28,6996.700195
931,2003-07-29,6924.0
932,2003-07-30,6984.299805
933,2003-07-31,7061.700195
934,2003-08-01,6995.399902
935,2003-08-04,6945.0
936,2003-08-05,6991.299805
937,2003-08-06,6924.299805
938,2003-08-07,6900.299805
939,2003-08-08,6930.799805
940,2003-08-11,6965.399902
941,2003-08-12,7015.299805
942,2003-08-13,6998.200195
943,2003-08-14,7110.299805
945,2003-08-18,7170.700195
946,2003-08-19,7192.399902
947,2003-08-20,7179.799805
948,2003-08-21,7214.899902
949,2003-08-22,7205.899902
950,2003-08-25,7166.399902
951,2003-08-26,7130.0
952,2003-08-27,7143.299805
953,2003-08-28,7175.100098
954,2003-08-29,7111.299805
955,2003-09-01,7194.399902
956,2003-09-02,7203.899902
957,2003-09-03,7291.700195
958,2003-09-04,7265.700195
959,2003-09-05,7230.600098
960,2003-09-08,7287.0
961,2003-09-09,7220.0
962,2003-09-10,7116.0
963,2003-09-11,7113.399902
964,2003-09-12,7022.899902
965,2003-09-15,7057.600098
966,2003-09-16,7132.0
967,2003-09-17,7146.700195
968,2003-09-18,7195.700195
969,2003-09-19,7102.700195
970,2003-09-22,6953.299805
971,2003-09-23,6953.100098
972,2003-09-24,6909.0
973,2003-09-25,6895.700195
974,2003-09-26,6809.399902
975,2003-09-29,6772.0
976,2003-09-30,6703.600098
977,2003-10-01,6751.0
978,2003-10-02,6762.399902
979,2003-10-03,6922.299805
980,2003-10-06,6894.200195
981,2003-10-07,6894.100098
982,2003-10-08,6924.299805
